,time,transfer_history.first_attached_node,transfer_history.last_chunk_id,transfer_history.last_completion_date_string,transfer_history.last_creation_date_string,transfer_history.last_data_type,transfer_history.last_data_type_1,transfer_history.last_direction,transfer_history.last_qbox,transfer_history.last_qguid,transfer_history.last_remote_location_name,transfer_history.last_session,transfer_history.last_state,transfer_history.last_task,transfer_history.last_transfer_direction,transfer_history.last_transfer_type,transfer_history.last_transfer_type_1,transfer_history.mean_actually_transferred_size,transfer_history.mean_cached_data_size,transfer_history.mean_time_transfer_sec,transfer_history.mean_transfer_size
389,2019-03-13T18:34:00.000Z,QBOX-6000-0000-0000-000000000001,,13/03/2019\ 18:34:54,13/03/2019\ 18:34:47,,,,QBOX-6000-0000-0000-000000000004,SCDL-1fc8-9541-c15d-61347fb76323,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,48940318.71428572,6.428571428571429,46912788.85714286
390,2019-03-13T18:35:00.000Z,QBOX-5000-0000-0000-000000000004,,13/03/2019\ 18:35:12,13/03/2019\ 18:35:02,,,,QBOX-5000-0000-0000-000000000005,SCDL-8ea7-604b-c9a7-00c71c9677c8,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,48322258.77777778,6.666666666666668,45693979.33333334
399,2019-03-13T18:44:00.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 18:44:12,13/03/2019\ 18:44:07,,,,QBOX-2000-0000-0000-000000000004,SCDL-8d98-76c4-57fa-a6eb30571439,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1944-0f3d-9cc9a327a3be,Down,Docker,,75059.72222222223,596096283.4444443,4.111111111111111,548514211.9722222
401,2019-03-13T18:46:00.000Z,QBOX-6000-0000-0000-000000000005,,13/03/2019\ 18:46:43,13/03/2019\ 18:46:36,,,,QBOX-2000-0000-0000-000000000004,SCDL-6201-fb6f-c712-6a2308299da7,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,56887.368421052626,268233903.52631575,4.473684210526316,231275320.36842105
402,2019-03-13T18:47:00.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 18:47:34,13/03/2019\ 18:47:27,,,,QBOX-8000-0000-0000-000000000004,SCDL-b866-4ddb-a765-c1a0a4b8ef10,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1944-0f3d-9cc9a327a3be,Down,QDisk,,0.0,319169917.6,5.0,283951177.6
403,2019-03-13T18:48:00.000Z,QBOX-6000-0000-0000-000000000001,,13/03/2019\ 18:48:17,13/03/2019\ 18:48:12,,,,QBOX-6000-0000-0000-000000000001,SCDL-1172-c8fa-ff69-96fa8ac4840f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.0,46227208.5
404,2019-03-13T18:49:00.000Z,QBOX-5000-0000-0000-000000000004,,13/03/2019\ 18:49:41,13/03/2019\ 18:49:35,,,,QBOX-8000-0000-0000-000000000004,SCDL-20b7-cb35-6624-a446b1fa289f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,48779860.84615385,5.0769230769230775,46596367.15384615
405,2019-03-13T18:50:00.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 18:50:03,13/03/2019\ 18:49:57,,,,QBOX-2000-0000-0000-000000000004,SCDL-0c51-c5ca-9e52-bed08ad711ac,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,6.0,46227208.5
414,2019-03-13T18:59:00.000Z,QBOX-7000-0000-0000-000000000001,,13/03/2019\ 18:59:18,13/03/2019\ 18:59:13,,,,QBOX-7000-0000-0000-000000000001,SCDL-9288-db02-6923-70d93ef1c246,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,5.0,44627521.0
419,2019-03-13T19:04:00.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 19:04:18,13/03/2019\ 19:04:11,,,,QBOX-6000-0000-0000-000000000004,SCDL-8725-a146-d7f9-4aa4f601ae05,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
426,2019-03-13T19:11:00.000Z,QBOX-5000-0000-0000-000000000004,,13/03/2019\ 19:11:06,13/03/2019\ 19:10:59,,,,QBOX-6000-0000-0000-000000000001,SCDL-88b5-0f55-362a-63d69e4fd4dd,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-2010-df1a-7f73c9d3653f,Down,QDisk,,0.0,523444622.48837215,3.5348837209302326,460121805.27906984
427,2019-03-13T19:12:00.000Z,QBOX-6000-0000-0000-000000000005,,13/03/2019\ 19:12:48,13/03/2019\ 19:12:43,,,,QBOX-6000-0000-0000-000000000005,SCDL-5e51-d5b7-6c96-c6c14bf51519,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.0,46227208.5
428,2019-03-13T19:13:00.000Z,QBOX-6000-0000-0000-000000000005,,13/03/2019\ 19:13:42,13/03/2019\ 19:13:35,,,,QBOX-8000-0000-0000-000000000006,SCDL-4593-7709-61d8-aea7126ca19e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,294793222.45454544,4.636363636363637,262776186.0909091
429,2019-03-13T19:14:00.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 19:14:48,13/03/2019\ 19:14:43,,,,QBOX-5000-0000-0000-000000000005,SCDL-cfcb-a1d8-eae5-8d3947c35dd5,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-2010-df1a-7f73c9d3653f,Down,QDisk,,0.0,221108216.13333333,4.866666666666666,207791668.46666667
430,2019-03-13T19:15:00.000Z,QBOX-7000-0000-0000-000000000001,,13/03/2019\ 19:15:51,13/03/2019\ 19:15:46,,,,QBOX-7000-0000-0000-000000000001,SCDL-7d35-8bc2-9249-e1bbd61cb0c9,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,5.0,44627521.0
431,2019-03-13T19:16:00.000Z,QBOX-7000-0000-0000-000000000001,,13/03/2019\ 19:16:50,13/03/2019\ 19:16:46,,,,QBOX-6000-0000-0000-000000000004,SCDL-cc84-e569-438a-6fa7d980b12f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,19605706.352941174,4454668530.176471,5.647058823529411,195733417.7647059
432,2019-03-13T19:17:00.000Z,QBOX-5000-0000-0000-000000000004,,13/03/2019\ 19:17:47,13/03/2019\ 19:17:39,,,,QBOX-8000-0000-0000-000000000004,SCDL-929c-4d09-1448-75fb48c98756,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-2010-df1a-7f73c9d3653f,Down,QDisk,,488578.36170212773,3424801678.1702127,4.3617021276595755,307814073.89361703
433,2019-03-13T19:18:00.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 19:17:21,13/03/2019\ 19:17:14,,,,QBOX-6000-0000-0000-000000000005,SCDL-9b91-ff2d-c7a0-c8f5c0b6d3ab,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0311-1115-7ba8-6c03b84ce456,Down,QDisk,,0.0,8107031215.888889,17.0,8105450557.111111
434,2019-03-13T19:19:00.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 19:19:44,13/03/2019\ 19:19:39,,,,QBOX-5000-0000-0000-000000000004,SCDL-05db-83bd-e21c-bd43b6084f58,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48245001.28571428,6.2857142857142865,45541628.14285714
435,2019-03-13T19:20:00.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 19:20:08,13/03/2019\ 19:20:04,,,,QBOX-8000-0000-0000-000000000004,SCDL-595a-06c7-d71b-ccd3bff383c7,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,5627511660.230769,31.923076923076927,56688533.53846154
442,2019-03-13T19:27:00.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 19:25:46,13/03/2019\ 19:25:44,,,,QBOX-4000-0000-1000-000000000002,SCDL-d42d-ee82-046f-ae02f9bc4168,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0312-2121-1114-78c5f7eff61f,Down,Docker,,0.0,18180687813.5,39.5,18180679508.5
455,2019-03-13T19:40:00.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 19:40:55,13/03/2019\ 19:40:47,,,,QBOX-6000-0000-0000-000000000004,SCDL-40f4-0241-e72f-29a539581578,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,8.0,44627521.0
458,2019-03-13T19:43:00.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 19:43:38,13/03/2019\ 19:16:19,,,,QBOX-2000-0000-0000-000000000004,SCDL-51c1-2f71-b7a2-e8c5c6cc8774,,00000000-0000-0000-0000-000000000000,Failed,QJOB-0313-2011-b223-aa72d1d238d1,Down,QDisk,,595204448.6,275278590.8,641.8,612771553.4
460,2019-03-13T19:45:00.000Z,QBOX-6000-0000-0000-000000000005,,13/03/2019\ 19:45:43,13/03/2019\ 19:45:36,,,,QBOX-6000-0000-0000-000000000005,SCDL-c831-959d-547b-c5e03e888a37,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,7.0,46227208.5
465,2019-03-13T19:50:00.000Z,QBOX-4000-0000-1000-000000000001,,13/03/2019\ 19:49:58,13/03/2019\ 19:49:57,,,,QBOX-4000-0000-1000-000000000001,SCDL-86c2-cbfd-72cc-60519b8eb261,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-2049-d9a7-d78c821fd32f,Down,Docker,,0.0,18180687813.5,5.5,81426280.5
487,2019-03-13T20:12:00.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 20:12:38,13/03/2019\ 20:12:34,,,,QBOX-2000-0000-0000-000000000004,SCDL-66db-c486-5ad1-aeba34fcff46,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0311-1115-641b-5a30ac1b040a,Down,Docker,,0.0,12135844892.0,7.0,68093569.0
489,2019-03-13T20:14:00.000Z,QBOX-6000-0000-0000-000000000001,,13/03/2019\ 20:12:54,13/03/2019\ 20:12:49,,,,QBOX-6000-0000-0000-000000000001,SCDL-c49a-6018-f028-28ca0507c604,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0311-1511-e17f-c5587b6c2756,Down,QDisk,,0.0,14553782060.6,27.8,14552829236.0
491,2019-03-13T20:16:00.000Z,QBOX-7000-0000-0000-000000000001,,13/03/2019\ 20:16:22,13/03/2019\ 20:16:16,,,,QBOX-7000-0000-0000-000000000001,SCDL-1c1e-533d-c027-d936f9a70c83,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,6.0,44627521.0
493,2019-03-13T20:18:00.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 20:18:21,13/03/2019\ 20:11:50,,,,QBOX-4000-0000-1000-000000000001,SCDL-43d2-3d49-4c9c-8ba36c77ab28,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-2111-bd64-d13e347aacea,Down,Docker,,430412892.5,337588090.0,188.5,606873760.25
498,2019-03-13T20:23:00.000Z,QBOX-5000-0000-0000-000000000004,,13/03/2019\ 20:23:19,13/03/2019\ 20:23:14,,,,QBOX-5000-0000-0000-000000000004,SCDL-eadf-3083-87bd-d733b2a4242f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
513,2019-03-13T20:38:00.000Z,QBOX-6000-0000-0000-000000000001,,13/03/2019\ 20:38:35,13/03/2019\ 20:38:28,,,,QBOX-6000-0000-0000-000000000001,SCDL-ec22-9bc5-3315-177a8eb3e26a,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
516,2019-03-13T20:41:00.000Z,QBOX-6000-0000-0000-000000000001,,13/03/2019\ 20:41:42,13/03/2019\ 20:41:39,,,,QBOX-6000-0000-0000-000000000001,SCDL-2496-7c7c-f6b5-c0be74da2891,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,4.5,46227208.5
517,2019-03-13T20:42:00.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 20:42:02,13/03/2019\ 20:41:48,,,,QBOX-4000-0000-1000-000000000001,SCDL-3806-2cc3-5b06-908fa6d4546e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-2141-b495-50544a2b7f6a,Down,QDisk,,0.0,5245514118.285714,5.7142857142857135,72944850.85714285
528,2019-03-13T20:53:00.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 20:53:42,13/03/2019\ 20:53:39,,,,QBOX-4000-0000-1000-000000000002,SCDL-947c-fc6b-883b-12908a492201,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1903-d5db-9b7748750754,Down,Docker,,0.0,162888367.0,3.0,162888367.0
529,2019-03-13T20:54:00.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 20:54:25,13/03/2019\ 20:54:21,,,,QBOX-6000-0000-0000-000000000004,SCDL-a652-2f13-3455-bbe94a7e8085,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,8107031215.888889,5.777777777777778,61338011.33333334
534,2019-03-13T20:59:00.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 20:58:42,13/03/2019\ 20:58:35,,,,QBOX-5000-0000-0000-000000000005,SCDL-b52f-a40d-abfa-7339f510d0f4,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0311-1511-e17f-c5587b6c2756,Down,QDisk,,0.0,14553782060.6,22.6,14552829236.0
538,2019-03-13T21:03:00.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 21:02:51,13/03/2019\ 21:02:48,,,,QBOX-2000-0000-0000-000000000004,SCDL-a27a-2450-bca9-e1b595ad61ca,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,4.5,46227208.5
556,2019-03-13T21:21:00.000Z,QBOX-4000-0000-1000-000000000001,,13/03/2019\ 21:12:09,13/03/2019\ 21:11:54,,,,QBOX-4000-0000-1000-000000000001,SCDL-3919-43cd-be51-c3ac4345422b,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-2211-ce82-1be31d5842ed,Down,Docker,,69599155.5,1426877430.5,301.5,745030433.0
562,2019-03-13T21:27:00.000Z,QBOX-5000-0000-0000-000000000004,,13/03/2019\ 21:27:24,13/03/2019\ 21:27:20,,,,QBOX-5000-0000-0000-000000000004,SCDL-6f2a-2d30-d0a3-53fb90a82e5e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.5,46227208.5
565,2019-03-13T21:30:00.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 21:30:01,13/03/2019\ 21:29:56,,,,QBOX-6000-0000-0000-000000000004,SCDL-3f2c-3b1c-b5fe-fbd87b09b570,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,5.0,44627521.0
566,2019-03-13T21:31:00.000Z,QBOX-7000-0000-0000-000000000001,,13/03/2019\ 21:30:24,13/03/2019\ 21:30:18,,,,QBOX-7000-0000-0000-000000000001,SCDL-26ea-7ab4-cedc-545f63986c61,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0311-1511-e17f-c5587b6c2756,Down,QDisk,,0.0,14553782060.6,32.4,14552829236.0
585,2019-03-13T21:50:00.000Z,QBOX-7000-0000-0000-000000000001,,13/03/2019\ 21:50:23,13/03/2019\ 21:50:19,,,,QBOX-7000-0000-0000-000000000001,SCDL-dc6a-47ac-fce0-8bf71c84a08f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.5,46227208.5
600,2019-03-13T22:05:00.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 22:05:40,13/03/2019\ 22:05:34,,,,QBOX-6000-0000-0000-000000000004,SCDL-8cfd-a5ec-ce28-b9d127c35431,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,5.0,44627521.0
604,2019-03-13T22:09:00.000Z,QBOX-7000-0000-0000-000000000001,,13/03/2019\ 22:09:13,13/03/2019\ 22:09:10,,,,QBOX-7000-0000-0000-000000000001,SCDL-6f4b-4f87-4e33-ba780ff2df9d,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,4.5,46227208.5
608,2019-03-13T22:13:00.000Z,QBOX-4000-0000-1000-000000000001,,13/03/2019\ 22:12:27,13/03/2019\ 22:11:45,,,,QBOX-4000-0000-1000-000000000001,SCDL-2abc-b105-f4c0-0f01b9e1aefa,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-2311-abb8-bc103f7159af,Down,Docker,,71589975.0,1428812425.5,80.0,745058093.5
636,2019-03-13T22:41:00.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 22:41:04,13/03/2019\ 22:41:00,,,,QBOX-6000-0000-0000-000000000004,SCDL-69ca-9fb9-7bcd-a3217559c91e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.5,46227208.5
641,2019-03-13T22:46:00.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 22:46:48,13/03/2019\ 22:46:42,,,,QBOX-6000-0000-0000-000000000004,SCDL-e319-631f-712a-19a6152cc141,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,6.0,46227208.5
665,2019-03-13T23:10:00.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 23:10:07,13/03/2019\ 23:10:03,,,,QBOX-6000-0000-0000-000000000004,SCDL-6bb5-005b-92e4-84910d770cef,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.5,46227208.5
669,2019-03-13T23:14:00.000Z,QBOX-4000-0000-1000-000000000001,,13/03/2019\ 23:14:42,13/03/2019\ 23:14:34,,,,QBOX-6000-0000-0000-000000000004,SCDL-ad6d-05bf-e278-a2f74ebd71ce,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,36789605.25,739662265.0,53.25,395631609.25
672,2019-03-13T23:17:00.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 23:16:58,13/03/2019\ 23:16:55,,,,QBOX-6000-0000-0000-000000000004,SCDL-6996-868f-5610-6a2047549a66,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,4.5,46227208.5
715,2019-03-14T00:00:00.000Z,QBOX-6000-0000-0000-000000000004,,14/03/2019\ 00:00:39,14/03/2019\ 00:00:35,,,,QBOX-6000-0000-0000-000000000004,SCDL-473b-3f83-5acd-fb1d171ec3c9,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.5,46227208.5
717,2019-03-14T00:02:00.000Z,QBOX-6000-0000-0000-000000000004,,14/03/2019\ 00:02:43,14/03/2019\ 00:02:37,,,,QBOX-6000-0000-0000-000000000004,SCDL-f887-8574-7d6b-f42b6049596f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,4.0,47826896.0
729,2019-03-14T00:14:00.000Z,QBOX-4000-0000-1000-000000000001,,14/03/2019\ 00:14:45,14/03/2019\ 00:11:48,,,,QBOX-4000-0000-1000-000000000001,SCDL-be8f-84cf-9dad-16caf15d72f5,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0111-ba41-693260e05d58,Down,QDisk,,100749120.0,1421207450.3333333,140.66666666666666,504362805.6666667
749,2019-03-14T00:34:00.000Z,QBOX-6000-0000-0000-000000000004,,14/03/2019\ 00:34:54,14/03/2019\ 00:34:49,,,,QBOX-6000-0000-0000-000000000004,SCDL-a5cc-d4f2-b611-8fa4aabbf364,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,6.5,46227208.5
754,2019-03-14T00:39:00.000Z,QBOX-6000-0000-0000-000000000004,,14/03/2019\ 00:39:58,14/03/2019\ 00:39:52,,,,QBOX-6000-0000-0000-000000000004,SCDL-7de3-aa92-6f8a-1eb9f561fe8b,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,4.0,47826896.0
775,2019-03-14T01:00:00.000Z,QBOX-4000-0000-1000-000000000004,,14/03/2019\ 01:00:30,14/03/2019\ 01:00:24,,,,QBOX-4000-0000-1000-000000000001,SCDL-e973-fb4e-f03c-9a793ba6e71d,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0200-5d2c-d553d7332575,Down,Docker,,0.0,34093926.2,5.8,33006843.2
777,2019-03-14T01:02:00.000Z,QBOX-4000-0000-1000-000000000001,-1.0,14/03/2019\ 01:02:38,14/03/2019\ 01:02:32,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-ec0b-d1f9-da3f-1d6b3eae4963,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0202-7d8a-c63fa1e59cc9,Down,S3,S3,0.0,35719689.4,5.6,33545523.4
778,2019-03-14T01:03:00.000Z,QBOX-4000-0000-1000-000000000001,,14/03/2019\ 01:03:46,14/03/2019\ 01:03:41,,,,QBOX-4000-0000-1000-000000000001,SCDL-85a6-a0d4-76c8-3d81239f8e3d,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0203-9e42-605b12bf22bb,Down,QDisk,,0.0,10823017.666666666,3.0,10822721.0
779,2019-03-14T01:04:00.000Z,QBOX-4000-0000-1000-000000000004,,14/03/2019\ 01:03:55,14/03/2019\ 01:03:49,,,,QBOX-4000-0000-1000-000000000004,SCDL-dc4e-838f-2f3b-38601fb40901,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0203-c062-e6f27c52e0be,Down,QDisk,,0.0,18266508.0,2.25,16907431.75
780,2019-03-14T01:05:00.000Z,QBOX-4000-0000-1000-000000000001,-1.0,14/03/2019\ 01:05:48,14/03/2019\ 01:05:43,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-8f82-9946-f399-5842e3cf4d77,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0203-c062-e6f27c52e0be,Down,S3,S3,13413624.666666664,45662305.4,4.333333333333333,58351148.73333333
781,2019-03-14T01:06:00.000Z,QBOX-9000-0000-0000-000000000005,0.0,14/03/2019\ 01:06:49,14/03/2019\ 01:06:46,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-e718-d015-180c-17a55ede438d,62bdd56387326f1e9a06abf986294635c8adba6ea729d662bb5fc14a4af3062f,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0203-c062-e6f27c52e0be,Up,S3,S3,445.0,0.0,3.0,445.0
782,2019-03-14T01:07:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,14/03/2019\ 01:07:44,14/03/2019\ 01:07:41,Docker,Docker,Down,QBOX-4000-0000-1000-000000000001,SCDL-9265-8dc7-38cb-37b7a2cc7b2b,bb8d1212035eaf00c84112073fa82aae044c5b90d3c6bbfa83f58cf7922f089a,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0207-9a4e-a1e43e7c2018,Down,Docker,Docker,0.0,50293903.0,4.9523809523809526,47446780.85714286
784,2019-03-14T01:09:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,14/03/2019\ 01:09:26,14/03/2019\ 01:09:23,Docker,Docker,Down,QBOX-4000-0000-1000-000000000001,SCDL-c8d0-0976-1922-c4d52e859890,035433e75ef36d452398c82659cdaaef504a3ec7eef7854e7c03942d5371c50c,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0209-50ee-e69b7ea1b327,Down,Docker,Docker,0.0,346896056.75,4.5,343197923.0
785,2019-03-14T01:10:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,14/03/2019\ 01:10:34,14/03/2019\ 01:10:28,Docker,Docker,Down,QBOX-4000-0000-1000-000000000005,SCDL-e570-a57a-1e19-bf1ec536f59c,5ccbb2182ba05c1f5df4bf9e6fcac5ef8c236293a566f483717a4b0b7b959588,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0210-6cc7-b9d66752b8d8,Down,QDisk,Docker,2.0,473234478.23529416,1.8235294117647056,469203464.9411765
786,2019-03-14T01:11:00.000Z,QBOX-4000-0000-1000-000000000001,116.0,14/03/2019\ 01:11:51,14/03/2019\ 01:11:50,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-1b00-c4da-6938-9f8488996a65,ac0861baad7ade5ef1fb58398afd6168db098ac108eb34bb778265c857a614af,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0210-6cc7-b9d66752b8d8,Up,S3,S3,474015.0,16234081.5,2.0,16379585.5
787,2019-03-14T01:12:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,14/03/2019\ 01:12:47,14/03/2019\ 01:12:41,Docker,Docker,Down,QBOX-4000-0000-1000-000000000005,SCDL-edf0-7e51-6be9-c132995580f2,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QSES-0314-0212-9f3a-bec8f203dd01,Down,QDisk,Docker,291634.92307692306,24979133.15384615,4.076923076923077,23396223.46153846
789,2019-03-14T01:14:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,14/03/2019\ 01:14:26,14/03/2019\ 01:13:21,Docker,Basesystem,Down,QBOX-4000-0000-1000-000000000001,SCDL-7f04-4da2-bb84-eba6703eb9ac,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0211-bf0c-c076a378e811,Down,QDisk,S3,22161023.0,640306181.0,49.85714285714285,441741387.0
