time,transfer_history.actually_transferred_size,transfer_history.attached_node,transfer_history.cached_data_size,transfer_history.chunk_id,transfer_history.completion_date_string,transfer_history.creation_date_string,transfer_history.data_type,transfer_history.remote_location_name,transfer_history.serializer_sampling_time,transfer_history.serializer_session,transfer_history.serializer_task,transfer_history.state,transfer_history.time_transfer_sec,transfer_history.transfer_direction,transfer_history.transfer_size,transfer_history.transfer_type
2019-03-25T21:28:22.056Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:28:12,25/03/2019\ 21:28:10,,,2019-03-25T21:28:15.4288700Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,2,Down,32468163,Docker
2019-03-25T21:28:52.066Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:28:48,25/03/2019\ 21:28:44,,,2019-03-25T21:28:51.5852410Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,4,Down,32468163,Docker
2019-03-25T21:29:32.053Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:29:21,25/03/2019\ 21:29:18,,,2019-03-25T21:29:24.7348750Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,3,Down,32468163,Docker
2019-03-25T21:30:02.054Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:29:54,25/03/2019\ 21:29:53,,,2019-03-25T21:29:57.8707750Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,1,Down,32468163,Docker
2019-03-25T21:30:42.060Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:30:34,25/03/2019\ 21:30:27,,,2019-03-25T21:30:34.0258290Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,7,Down,35179056,QDisk
2019-03-25T21:30:59.494Z,328153628,QBOX-4000-0000-1000-000000000005,0,,25/03/2019\ 21:30:58,25/03/2019\ 21:30:49,,,2019-03-25T21:30:58.1128540Z,00000000-0000-0000-0000-000000000000,424f4a51-0325-2230-b84f-1d231f5b2366,Completed,9,Down,524288,QDisk
2019-03-25T21:31:12.053Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:31:07,25/03/2019\ 21:31:01,,,2019-03-25T21:31:07.1686330Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,6,Down,35179056,QDisk
2019-03-25T21:31:12.054Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:31:04,25/03/2019\ 21:31:01,,,2019-03-25T21:31:07.1686700Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,3,Down,32468163,Docker
2019-03-25T21:31:42.060Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:31:40,25/03/2019\ 21:31:35,,,2019-03-25T21:31:40.3215600Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,5,Down,32468163,Docker
2019-03-25T21:32:22.066Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:32:13,25/03/2019\ 21:32:10,,,2019-03-25T21:32:16.4838780Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,3,Down,32468163,Docker
